p1.`gene.symbol`,p1.logFC,i.database,i.database_wnt,i.experimental,i.experimental_wnt,p2.`gene.symbol`,p2.logFC
GNG2,0.209126,0.5,null,0.0,null,PIK3R5,0.185246
GNG2,0.209126,0.5,null,0.0,null,OPN3,0.232037
GNG2,0.209126,0.0,null,0.8,null,HRH1,0.337585
GNG2,0.209126,0.0,null,0.8,null,TSHB,0.265923
GNG2,0.209126,0.0,null,0.8,null,IAPP,0.443338
GNG2,0.209126,0.0,null,0.8,null,HTR2B,0.341599
GNG2,0.209126,0.5,null,0.0,null,GRIK3,0.218635
GNG2,0.209126,0.54,null,0.0,null,GNG4,0.351324
GNG2,0.209126,0.0,null,0.8,null,NPY1R,0.285938
GNG2,0.209126,0.0,null,0.808,null,HTR1A,0.235205
GNG2,0.209126,0.0,null,0.802,null,SCTR,0.331623
CACNG1,0.53465,0.54,null,0.0,null,PDE4D,0.189495
AMOT,0.315559,0.0,null,0.455,null,UNC119,0.19388
AMOT,0.315559,0.0,null,0.457,null,USP9X,0.18035
AMOT,0.315559,0.0,null,0.422,null,PTPN14,0.427262
ADCY6,0.29727,0.5,null,0.0,null,GNAI2,0.206293
ADCY6,0.29727,0.5,null,0.0,null,GNB5,0.263865
ADCY6,0.29727,0.5,null,0.0,null,GNG2,0.209126
ADCY6,0.29727,0.5,null,0.0,null,GNGT2,0.21966
ADCY6,0.29727,0.5,null,0.0,null,GNG12,0.301449
ADCY6,0.29727,0.5,null,0.0,null,GNG4,0.351324
LRRC46,0.241555,0.54,null,0.0,null,PPP1R3C,0.302239
LDB3,0.392016,0.54,null,0.0,null,PDLIM2,0.263698
LDB3,0.392016,0.54,null,0.0,null,PDLIM3,0.319144
CALCRL,0.46315,0.0,null,0.802,null,GNG2,0.209126
ANTXR1,0.271204,0.9,null,0.0,null,ANTXR2,0.21276
NRP2,0.414441,0.54,null,0.0,null,PLXNB2,0.373039
NRP2,0.414441,0.54,null,0.0,null,PLXNA2,0.295083
NRP2,0.414441,0.54,null,0.0,null,PLXNB3,0.574735
POU2F1,0.246731,0.9,null,0.8,null,POU2F2,0.194545
POU2F1,0.246731,0.9,null,0.8,null,POU2F3,0.335624
NLGN4Y,0.339729,0.5,null,0.158,null,NRXN3,0.702632
TNFRSF11A,0.196703,0.5,null,0.0,null,TNFRSF1B,0.463029
TNFRSF11A,0.196703,0.0,null,0.405,null,TNFRSF11B,0.269659
GNGT2,0.21966,0.5,null,0.0,null,KCNJ16,0.900883
GNGT2,0.21966,0.5,null,0.0,null,PIK3R5,0.185246
GNGT2,0.21966,0.5,null,0.0,null,OPN3,0.232037
GNGT2,0.21966,0.5,null,0.0,null,GRIK3,0.218635
IFT140,0.268613,0.54,null,0.0,null,IFT81,0.292317
IFT140,0.268613,0.9,null,0.966,null,WDR35,0.3133
IFT140,0.268613,0.54,null,0.438,null,TTC21A,0.236813
CNOT6L,0.183543,0.9,null,0.772,null,CNOT8,0.185036
CNOT6L,0.183543,0.0,null,0.421,null,TNRC6B,0.215345
EPO,0.28856,0.5,null,0.0,null,RAPGEF1,0.271922
EPO,0.28856,0.5,null,0.0,null,PIK3CA,0.271021
EPO,0.28856,0.0,null,0.457,null,HIF1A,0.256829
EPO,0.28856,0.5,null,0.0,null,PIK3R5,0.185246
EPO,0.28856,0.5,null,0.0,null,GAB1,0.24653
EPO,0.28856,0.9,null,0.0,null,LEP,0.244397
EPO,0.28856,0.9,null,0.0,null,GH2,0.189504
CD160,0.363405,0.0,null,0.471,null,MDM4,0.235324
CD160,0.363405,0.5,null,0.0,null,HLA-F,0.268994
CD28,0.302963,0.4,null,0.0,null,LCK,0.376528
CD28,0.302963,0.4,null,0.292,null,PIK3CA,0.271021
CD28,0.302963,0.9,null,0.549,null,CD86,0.375313
MED14,0.551394,0.5,null,0.0,null,NCOA3,0.243279
MED14,0.551394,0.0,null,0.734,null,QKI,0.336457
MED14,0.551394,0.5,null,0.292,null,PPARGC1A,0.511683
MED14,0.551394,0.0,null,0.625,null,TCL1B,0.291875
MED14,0.551394,0.5,null,0.292,null,PPARG,0.441383
LAMC3,0.220002,0.5,null,0.17,null,NID2,0.41334
LAMC3,0.220002,0.5,null,0.044,null,NTN4,0.702849
LAMC3,0.220002,0.5,null,0.547,null,NID1,0.207559
CD14,0.313458,0.5,null,0.0,null,IRF7,0.278464
CD14,0.313458,0.5,null,0.0,null,ITGB2,0.25966
CD14,0.313458,0.5,null,0.0,null,ITGAM,0.30444
RND2,0.426379,0.5,null,0.162,null,TXNL1,0.188992
EGLN1,0.227927,0.5,null,0.625,null,EPAS1,0.631602
EGLN1,0.227927,0.5,null,0.726,null,HIF1A,0.256829
ROR2,0.617844,null,0.8,null,0.0,VANGL2,null
ROR2,0.617844,null,0.8,null,0.041,WNT5A,null
GRIA4,0.266577,0.72,null,0.0,null,GRIN2A,0.240603
GRIA4,0.266577,0.54,null,0.0,null,GRIK3,0.218635
GRIA4,0.266577,0.54,null,0.0,null,GRIK4,0.366384
GRIA4,0.266577,0.54,null,0.0,null,GRID2,0.185128
LAMB1,0.378212,0.54,null,0.0,null,NTNG2,0.222014
LAMB1,0.378212,0.8,null,0.423,null,LAMC3,0.220002
LAMB1,0.378212,0.4,null,0.168,null,LAMC2,0.485799
LAMB1,0.378212,0.5,null,0.22,null,NID2,0.41334
LAMB1,0.378212,0.54,null,0.0,null,VTN,0.272829
LAMB1,0.378212,0.54,null,0.0,null,NTN4,0.702849
LAMB1,0.378212,0.54,null,0.0,null,NID1,0.207559
ACSL3,0.220136,0.0,null,0.422,null,IFT140,0.268613
FCN1,0.283858,0.72,null,0.292,null,MASP2,0.501157
PPP2R2B,0.22083,0.54,null,0.197,null,PPP3CC,0.251189
PPP2R2B,0.22083,0.0,null,0.46,null,SERTAD4,0.251553
ENTHD1,0.477406,0.54,null,0.0,null,SYNJ1,0.337364
ENTHD1,0.477406,0.54,null,0.0,null,KCNQ5,0.321923
HAND2,0.313207,0.0,null,0.618,null,TCF4,0.333407
CACNA1D,0.354691,0.72,null,0.375,null,CACNG1,0.53465
CACNA1D,0.354691,0.54,null,0.0,null,PDE4D,0.189495
CACNA1D,0.354691,0.5,null,0.0,null,NCAM1,0.214671
CACNA1D,0.354691,0.9,null,0.252,null,CACNB4,0.197068
CACNA1D,0.354691,0.0,null,0.43,null,JPH3,0.312382
OTUB2,0.387784,0.5,null,0.0,null,RHOA,0.274713
KLRC1,0.415408,0.0,null,0.9,null,PTPN6,0.248021
KLRC1,0.415408,0.9,null,0.96,null,KLRD1,0.327044
KLRC1,0.415408,0.9,null,0.205,null,KLRC2,0.282215
KLRC1,0.415408,0.9,null,0.0,null,KLRC4,0.25385
PAG1,0.338129,0.0,null,0.406,null,SLC9A3R1,0.229356
HLA-DQB1,0.241651,0.54,null,0.0,null,HLA-DRB5,0.367507
HLA-DQB1,0.241651,0.54,null,0.437,null,HLA-DRA,0.374253
HLA-DQB1,0.241651,0.5,null,0.0,null,LCK,0.376528
HLA-DQB1,0.241651,0.54,null,0.205,null,HLA-DRB1,0.29988
HLA-DQB1,0.241651,0.5,null,0.0,null,ZAP70,0.277147
HLA-DQB1,0.241651,0.5,null,0.0,null,ITK,0.370003
HLA-DQB1,0.241651,0.54,null,0.202,null,HLA-F,0.268994
HLA-DQB1,0.241651,0.5,null,0.0,null,SEC24D,0.257655
CCR6,0.376441,0.65,null,0.0,null,CXCL11,0.769776
CCR6,0.376441,0.0,null,0.8,null,GNG2,0.209126
CCR6,0.376441,0.65,null,0.0,null,CXCL13,0.406986
CCR6,0.376441,0.65,null,0.0,null,CX3CL1,0.307853
CCR6,0.376441,0.5,null,0.0,null,DEFB103A,0.189843
TMOD2,0.187094,0.5,null,0.0,null,TPM2,0.260878
TMOD2,0.187094,0.5,null,0.0,null,TNNT2,0.188002
TMOD2,0.187094,0.5,null,0.0,null,TNNT1,0.280165
CARD14,0.528189,0.0,null,0.457,null,MALT1,0.22604
LAMC2,0.485799,0.4,null,0.0,null,LAMC3,0.220002
ADRA1A,0.393297,0.5,null,0.102,null,GNB5,0.263865
ADRA1A,0.393297,0.5,null,0.0,null,GNA13,0.205327
ADRA1A,0.393297,0.5,null,0.066,null,GNG2,0.209126
ADRA1A,0.393297,0.5,null,0.0,null,GNGT2,0.21966
ADRA1A,0.393297,0.5,null,0.0,null,GNG12,0.301449
ADRA1A,0.393297,0.5,null,0.066,null,GNG4,0.351324
DSG1,0.730429,0.5,null,0.0,null,RND2,0.426379
DSG1,0.730429,0.5,null,0.292,null,PKP3,0.363647
DSG1,0.730429,0.5,null,0.476,null,PKP1,0.356785
MAGEL2,0.282282,0.0,null,0.457,null,USP7,0.271541
DCP2,0.181035,0.9,null,0.0,null,DICER1,0.230595
DCP2,0.181035,0.54,null,0.0,null,PRKRA,0.319638
APC2,0.227729,0.54,0.54,0.0,0.0,SIAH1,0.207217
APC2,0.227729,0.9,0.9,0.234,0.234,AXIN2,0.597976
APC2,0.227729,0.54,null,0.0,null,CTNNA2,0.523582
APC2,0.227729,0.54,null,0.0,null,CDH8,0.283648
APC2,0.227729,0.54,null,0.0,null,CDH4,0.214972
APC2,0.227729,0.72,null,0.0,null,CDH2,0.204991
APC2,0.227729,null,0.9,null,0.047,AXIN1,null
APC2,0.227729,null,0.54,null,0.0,CACYBP,null
APC2,0.227729,null,0.9,null,0.625,CTNNB1,null
APC2,0.227729,null,0.54,null,0.175,CTNNBIP1,null
APC2,0.227729,null,0.9,null,0.0,DVL1,null
APC2,0.227729,null,0.9,null,0.0,DVL2,null
APC2,0.227729,null,0.9,null,0.0,DVL3,null
APC2,0.227729,null,0.8,null,0.0,GSK3B,null
APC2,0.227729,null,0.9,null,0.0,SKP1,null
APC2,0.227729,null,0.9,null,0.0,TBL1X,null
APC2,0.227729,null,0.9,null,0.0,TBL1XR1,null
APC2,0.227729,null,0.9,null,0.0,TBL1Y,null
GFM1,0.356121,0.0,null,0.853,null,MRPL16,0.251813
DLG2,0.408865,0.5,null,0.0,null,HOMER1,0.517587
DLG2,0.408865,0.5,null,0.0,null,DLGAP4,0.202489
DLG2,0.408865,0.5,null,0.0,null,NRXN3,0.702632
DLG2,0.408865,0.5,null,0.0,null,NLGN4X,0.660919
DLG2,0.408865,0.5,null,0.0,null,NLGN4Y,0.339729
DLG2,0.408865,0.9,null,0.209,null,DLG3,0.296808
DLG2,0.408865,0.5,null,0.23,null,GRIN2A,0.240603
DLG2,0.408865,0.4,null,0.0,null,RASGRF2,0.241465
DLG2,0.408865,0.5,null,0.0,null,GRM5,0.345324
DLG2,0.408865,0.5,null,0.422,null,DLGAP1,0.185268
FGFR1OP2,0.180207,0.0,null,0.734,null,STK24,0.186249
FGFR1OP2,0.180207,0.0,null,0.575,null,MAP4K4,0.240732
FGFR1OP2,0.180207,0.5,null,0.0,null,PIK3CA,0.271021
FGFR1OP2,0.180207,0.0,null,0.734,null,TRAF3IP3,0.189182
GAB3,0.251656,0.5,null,0.0,null,PIK3CA,0.271021
MYH15,0.474375,0.54,null,0.207,null,MYL9,0.222691
MYH15,0.474375,0.54,null,0.0,null,MYH4,0.239064
IPO11,0.404666,0.0,null,0.457,null,UBE2E1,0.245255
CHRM2,0.558899,0.5,null,0.0,null,REPS1,0.381473
CHRM2,0.558899,0.5,null,0.0,null,ITSN1,0.42444
ERG,0.231433,0.0,null,0.457,null,USP9X,0.18035
TIAM1,0.302958,0.8,null,0.0,null,VAV3,0.25453
KRAS,0.384712,0.5,null,0.0,null,KSR1,0.181083
KRAS,0.384712,0.5,null,0.421,null,PIK3CA,0.271021
KRAS,0.384712,0.5,null,0.463,null,NF1,0.526644
KRAS,0.384712,0.5,null,0.0,null,RASAL1,0.259429
C1S,0.197547,0.0,null,0.405,null,TLL1,0.202619
CLIP4,0.387283,0.0,null,0.595,null,JAKMIP2,0.284111
LIF,0.181139,0.0,null,0.405,null,SORT1,0.414631
LIF,0.181139,0.5,null,0.457,null,LIFR,0.396205
LIF,0.181139,0.5,null,0.0,null,OSMR,0.426223
ADORA2A,0.242277,0.0,null,0.808,null,GNG2,0.209126
HLA-DOA,0.214613,0.54,null,0.081,null,HLA-DRB5,0.367507
HLA-DOA,0.214613,0.9,null,0.0,null,HLA-DRA,0.374253
HLA-DOA,0.214613,0.9,null,0.081,null,HLA-DPB1,0.42847
HLA-DOA,0.214613,0.9,null,0.081,null,HLA-DRB1,0.29988
HLA-DOA,0.214613,0.9,null,0.0,null,HLA-DPA1,0.25235
HLA-DOA,0.214613,0.54,null,0.081,null,HLA-DQB1,0.241651
HLA-DOA,0.214613,0.9,null,0.0,null,HLA-F,0.268994
HLA-DOA,0.214613,0.54,null,0.0,null,HLA-DQA1,0.312064
POU5F1,0.198026,0.0,null,0.457,null,RAD23B,0.300046
POU5F1,0.198026,0.8,null,0.292,null,SMAD3,0.236565
PIK3R5,0.185246,0.54,null,0.0,null,SOCS2,0.576723
IFT81,0.292317,0.54,null,0.0,null,WDR35,0.3133
IFT81,0.292317,0.54,null,0.0,null,TTC21A,0.236813
PRICKLE1,0.233088,null,0.9,null,0.0,VANGL1,null
PRICKLE1,0.233088,null,0.9,null,0.0,VANGL2,null
ARVCF,0.216416,0.72,null,0.0,null,PKP3,0.363647
ARVCF,0.216416,0.54,null,0.0,null,CPEB4,0.183684
ARVCF,0.216416,0.72,null,0.0,null,PKP1,0.356785
ARVCF,0.216416,0.0,null,0.443,null,CDH8,0.283648
ARVCF,0.216416,0.0,null,0.4,null,CDH2,0.204991
AGR2,0.365638,0.0,null,0.457,null,ANXA2,0.62036
AGR2,0.365638,0.0,null,0.457,null,RAB5C,0.289933
AGR2,0.365638,0.0,null,0.42,null,HUWE1,0.228574
ITK,0.370003,0.4,null,0.0,null,SYK,0.538072
ITK,0.370003,0.5,null,0.0,null,VAV3,0.25453
ITK,0.370003,0.5,null,0.0,null,LCK,0.376528
ITK,0.370003,0.5,null,0.0,null,ZAP70,0.277147
TXNL1,0.188992,0.0,null,0.424,null,URM1,0.256169
PPARGC1A,0.511683,0.8,null,0.0,null,RORA,0.433377
ID3,0.362688,0.0,null,0.437,null,TCF4,0.333407
EHF,0.198804,0.0,null,0.422,null,TNFRSF1B,0.463029
CD8A,0.412963,0.9,null,0.0,null,SYK,0.538072
CD8A,0.412963,0.9,null,0.9,null,LCK,0.376528
CD8A,0.412963,0.9,null,0.0,null,ZAP70,0.277147
CD8A,0.412963,0.9,null,0.0,null,HLA-F,0.268994
CD8A,0.412963,0.0,null,0.466,null,NPTX1,0.314414
CD8A,0.412963,0.9,null,0.49,null,CD8B,0.195943
BICD1,0.308149,0.5,null,0.0,null,DCTN5,0.30953
BICD1,0.308149,0.5,null,0.0,null,CAPZA3,0.600484
AXIN2,0.597976,0.54,0.54,0.292,0.292,SIAH1,0.207217
AXIN2,0.597976,0.5,null,0.627,null,TNKS2,0.280131
AXIN2,0.597976,null,0.54,null,0.0,CACYBP,null
AXIN2,0.597976,null,0.9,null,0.0,CSNK1A1L,null
AXIN2,0.597976,null,0.9,null,0.0,CSNK1E,null
AXIN2,0.597976,null,0.9,null,0.49,CTNNB1,null
AXIN2,0.597976,null,0.54,null,0.0,CTNNBIP1,null
AXIN2,0.597976,null,0.9,null,0.0,DVL1,null
AXIN2,0.597976,null,0.9,null,0.0,DVL2,null
AXIN2,0.597976,null,0.9,null,0.0,DVL3,null
AXIN2,0.597976,null,0.9,null,0.779,GSK3B,null
CLMN,0.352981,0.54,null,0.0,null,SYNE2,0.303885
GNG12,0.301449,0.5,null,0.0,null,KCNJ16,0.900883
GNG12,0.301449,0.54,null,0.0,null,GNG2,0.209126
GNG12,0.301449,0.54,null,0.0,null,GNGT2,0.21966
GNG12,0.301449,0.5,null,0.0,null,PIK3R5,0.185246
GNG12,0.301449,0.5,null,0.0,null,OPN3,0.232037
GNG12,0.301449,0.5,null,0.0,null,GRIK3,0.218635
GNG12,0.301449,0.54,null,0.0,null,GNG4,0.351324
GRIK1,0.366205,0.5,null,0.0,null,GRIK3,0.218635
GRIK1,0.366205,0.5,null,0.074,null,GRIK4,0.366384
NCR2,0.445227,0.9,null,0.457,null,TYROBP,0.495729
HLA-F,0.268994,0.5,null,0.549,null,LILRB2,0.503289
HLA-F,0.268994,0.5,null,0.0,null,LNPEP,0.212903
HLA-F,0.268994,0.5,null,0.0,null,SEC24D,0.257655
CTTNBP2NL,0.268359,0.0,null,0.734,null,STK24,0.186249
CTTNBP2NL,0.268359,0.0,null,0.457,null,MAP4K4,0.240732
NTN4,0.702849,0.54,null,0.0,null,NTNG2,0.222014
SP100,0.188607,0.0,null,0.415,null,TRAF3IP3,0.189182
CD4,0.459962,0.0,null,0.909,null,CD5,0.504003
CD4,0.459962,0.9,null,0.292,null,SYK,0.538072
CD4,0.459962,0.9,null,0.0,null,HLA-DRB5,0.367507
CD4,0.459962,0.9,null,0.9,null,HLA-DRA,0.374253
CD4,0.459962,0.9,null,0.0,null,HLA-DMB,0.359901
CD4,0.459962,0.4,null,0.0,null,IL7R,0.559269
CD4,0.459962,0.9,null,0.0,null,HLA-DPB1,0.42847
CD4,0.459962,0.9,null,0.0,null,HLA-DMA,0.258689
CD4,0.459962,0.9,null,0.943,null,LCK,0.376528
CD4,0.459962,0.9,null,0.0,null,IL16,0.200254
CD4,0.459962,0.5,null,0.9,null,HLA-DRB1,0.29988
CD4,0.459962,0.9,null,0.0,null,HLA-DPA1,0.25235
CD4,0.459962,0.9,null,0.292,null,ZAP70,0.277147
CD4,0.459962,0.4,null,0.0,null,IGF2R,0.301153
CD4,0.459962,0.5,null,0.0,null,HLA-DQB1,0.241651
CD4,0.459962,0.9,null,0.0,null,HLA-DOA,0.214613
CD4,0.459962,0.5,null,0.0,null,ITK,0.370003
CD4,0.459962,0.9,null,0.0,null,CD8A,0.412963
CD4,0.459962,0.9,null,0.0,null,HLA-DQA1,0.312064
CD4,0.459962,0.9,null,0.0,null,CD8B,0.195943
CD4,0.459962,0.4,null,0.0,null,TF,0.47949
CD4,0.459962,0.4,null,0.0,null,CFTR,0.243087
HLA-DQA1,0.312064,0.54,null,0.417,null,HLA-DRB5,0.367507
HLA-DQA1,0.312064,0.54,null,0.128,null,HLA-DRA,0.374253
HLA-DQA1,0.312064,0.5,null,0.0,null,LCK,0.376528
HLA-DQA1,0.312064,0.54,null,0.32,null,HLA-DRB1,0.29988
HLA-DQA1,0.312064,0.5,null,0.0,null,ZAP70,0.277147
HLA-DQA1,0.312064,0.54,null,0.975,null,HLA-DQB1,0.241651
HLA-DQA1,0.312064,0.5,null,0.0,null,ITK,0.370003
HLA-DQA1,0.312064,0.54,null,0.0,null,HLA-F,0.268994
HLA-DQA1,0.312064,0.5,null,0.0,null,SEC24D,0.257655
WNT2,0.506612,null,0.54,null,0.0,WNT3,null
C3orf52,0.582431,0.0,null,0.591,null,TMPRSS2,0.510448
ERBB3,0.439213,0.5,null,0.0,null,RHOA,0.274713
ERBB3,0.439213,0.5,null,0.534,null,GRB7,0.691319
ERBB3,0.439213,0.0,null,0.404,null,HLA-DPA1,0.25235
ERBB3,0.439213,0.4,null,0.457,null,PIK3CA,0.271021
ERBB3,0.439213,0.9,null,0.457,null,ERBB4,0.489997
MME,0.52413,0.0,null,0.457,null,PTEN,0.418171
PIK3C2B,0.317079,0.54,null,0.0,null,SOCS2,0.576723
PIK3C2B,0.317079,0.54,null,0.0,null,PIK3CA,0.271021
PIK3C2B,0.317079,0.54,null,0.0,null,PIK3R5,0.185246
PIK3C2B,0.317079,0.9,null,0.0,null,PIK3C2G,0.396153
CPLX1,0.258835,0.5,null,0.0,null,SYN2,0.252573
CPLX1,0.258835,0.5,null,0.0,null,PPFIA2,0.390322
PHF7,0.195634,0.0,null,0.595,null,USP7,0.271541
ADAM19,0.210354,0.5,null,0.225,null,SH3PXD2A,0.253313
NKAP,0.296785,0.0,null,0.879,null,SRRM2,0.200946
NKAP,0.296785,0.0,null,0.8,null,SNRPE,0.257654
SCN1B,0.228173,0.5,null,0.0,null,SPTBN1,0.526969
SCN1B,0.228173,0.72,null,0.358,null,SCN2A,0.384214
LIFR,0.396205,0.0,null,0.405,null,SORT1,0.414631
LIFR,0.396205,0.5,null,0.0,null,OSMR,0.426223
SH3D19,0.367829,0.0,null,0.457,null,SH3KBP1,0.208961
FBXL2,0.430656,0.0,null,0.9,null,PTAR1,0.20631
FBXL2,0.430656,0.0,null,0.457,null,FBXO3,0.523712
FBXL2,0.430656,0.0,null,0.457,null,ITPR3,0.250458
DLG3,0.296808,0.5,null,0.0,null,HOMER1,0.517587
DLG3,0.296808,0.5,null,0.42,null,DLGAP4,0.202489
DLG3,0.296808,0.5,null,0.0,null,NRXN3,0.702632
DLG3,0.296808,0.0,null,0.448,null,RHBDL1,0.211986
DLG3,0.296808,0.5,null,0.0,null,NLGN4X,0.660919
DLG3,0.296808,0.5,null,0.0,null,NLGN4Y,0.339729
DLG3,0.296808,0.5,null,0.0,null,GRIK1,0.366205
DLG3,0.296808,0.5,null,0.457,null,GRIN2A,0.240603
DLG3,0.296808,0.5,null,0.0,null,GRIK3,0.218635
DLG3,0.296808,0.5,null,0.0,null,GRIK4,0.366384
DLG3,0.296808,0.4,null,0.0,null,RASGRF2,0.241465
DLG3,0.296808,0.5,null,0.0,null,GRM5,0.345324
DLG3,0.296808,0.5,null,0.42,null,DLGAP1,0.185268
NDUFA10,0.245219,0.54,null,0.0,null,WDR93,0.23713
NCAM1,0.214671,0.4,null,0.0,null,SPTBN1,0.526969
MAGI1,0.537918,0.8,null,0.0,null,PTEN,0.418171
MAGI1,0.537918,0.0,null,0.457,null,RAPGEF2,0.247096
MAGI1,0.537918,0.0,null,0.619,null,PTPN14,0.427262
MAGI1,0.537918,0.9,null,0.292,null,SYNPO,0.314609
CCR1,0.25017,0.65,null,0.0,null,CXCL11,0.769776
CCR1,0.25017,0.0,null,0.8,null,GNG2,0.209126
CCR1,0.25017,0.65,null,0.0,null,CXCL13,0.406986
CCR1,0.25017,0.65,null,0.0,null,CX3CL1,0.307853
PSMD6,0.365664,0.0,null,0.511,null,RAD23B,0.300046
PSMD6,0.365664,0.0,null,0.76,null,UBQLN4,0.198048
PSMD6,0.365664,0.5,null,0.137,null,UBD,0.507589
IL6ST,0.446449,0.5,null,0.96,null,LIF,0.181139
IL6ST,0.446449,0.9,null,0.457,null,LIFR,0.396205
IL6ST,0.446449,0.8,null,0.457,null,OSMR,0.426223
NR1H3,0.226518,0.0,null,0.405,null,PPARG,0.441383
ATP6V1G3,0.405414,0.5,null,0.0,null,RRAGC,0.194649
ATP6V1G3,0.405414,0.54,null,0.328,null,TCIRG1,0.200151
ATP6V1G3,0.405414,0.5,null,0.0,null,RRAGB,0.462603
APOH,0.453684,0.72,null,0.0,null,DBI,0.21658
APOH,0.453684,0.54,null,0.0,null,LIPC,0.488407
CKAP4,0.190532,0.5,null,0.125,null,RND2,0.426379
CD72,0.314432,0.9,null,0.457,null,PTPN6,0.248021
EPHA4,0.213477,0.4,null,0.165,null,EPHA7,0.71634
ERBB4,0.489997,0.5,null,0.0,null,RHOA,0.274713
ERBB4,0.489997,0.0,null,0.457,null,LRIG1,0.265167
ERBB4,0.489997,0.4,null,0.0,null,PIK3CA,0.271021
ERBB4,0.489997,0.5,null,0.0,null,GABRB3,0.241986
CCL1,0.198374,0.0,null,0.734,null,CXCL11,0.769776
CCL1,0.198374,0.65,null,0.0,null,CXCR6,0.508915
CCL1,0.198374,0.65,null,0.0,null,CCR6,0.376441
CCL1,0.198374,0.65,null,0.287,null,CCR1,0.25017
ATF6,0.341625,0.0,null,0.508,null,XBP1,0.198946
CXCL13,0.406986,0.65,null,0.0,null,CXCR6,0.508915
POLK,0.272498,0.5,null,0.0,null,RFC1,0.234768
PYGO1,0.414077,0.5,null,0.0,null,TCF7L2,0.285741
PYGO1,0.414077,0.5,null,0.0,null,TCF7,0.585482
PRKAA2,0.405297,0.0,null,0.665,null,STIM2,0.205509
PRKAA2,0.405297,0.9,null,0.741,null,PRKAG2,0.242802
FGF2,0.437948,0.5,null,0.0,null,FGFBP2,0.623607
FGF2,0.437948,0.4,null,0.0,null,FGF5,0.18074
FGF2,0.437948,0.4,null,0.0,null,PIK3CA,0.271021
FGF2,0.437948,0.5,null,0.292,null,SDC3,0.512804
FGF2,0.437948,0.4,null,0.0,null,GAB1,0.24653
FGF2,0.437948,0.5,null,0.0,null,FLRT2,0.421881
FGF2,0.437948,0.4,null,0.0,null,FGF6,0.315649
FGF2,0.437948,0.4,null,0.676,null,FGFR3,0.218399
FGF2,0.437948,0.0,null,0.403,null,TMEFF1,0.202675
PRKAG2,0.242802,0.0,null,0.653,null,STIM2,0.205509
MUC13,0.26106,0.5,null,0.125,null,RND2,0.426379
MOV10L1,0.318138,0.8,null,0.0,null,PIWIL2,0.415172
DNAI1,0.396737,0.54,null,0.129,null,DNHD1,0.385725
C1orf116,0.211007,0.0,null,0.6,null,HOMER1,0.517587
NCF1,0.181656,0.9,null,0.0,null,NOX1,0.621274
NCF1,0.181656,0.54,null,0.0,null,NOX4,0.274995
GAB1,0.24653,0.5,null,0.0,null,RAPGEF1,0.271922
GAB1,0.24653,0.9,null,0.0,null,PIK3CA,0.271021
GAB1,0.24653,0.5,null,0.0,null,PIK3R5,0.185246
GAB1,0.24653,0.4,null,0.0,null,TGFA,0.297088
GAB1,0.24653,0.5,null,0.0,null,GFRA1,0.264889
GAB1,0.24653,0.5,null,0.0,null,GDNF,0.227566
CD8B,0.195943,0.9,null,0.0,null,SYK,0.538072
CD8B,0.195943,0.9,null,0.0,null,ZAP70,0.277147
CD8B,0.195943,0.5,null,0.0,null,HLA-F,0.268994
MMP2,0.329119,0.5,null,0.961,null,TIMP2,0.196659
IL2,0.309562,0.5,null,0.0,null,SYK,0.538072
IL2,0.309562,0.8,null,0.96,null,IL2RB,0.482015
IL2,0.309562,0.5,null,0.0,null,PTPN6,0.248021
IL2,0.309562,0.4,null,0.0,null,PIK3CA,0.271021
IL2,0.309562,0.0,null,0.457,null,NFATC2,0.251236
MYBPC2,0.277497,0.5,null,0.0,null,TTN,0.527239
CDKN2A,0.450542,0.0,null,0.457,null,TRIP12,0.293897
CDKN2A,0.450542,0.7,null,0.423,null,MDM4,0.235324
CDKN2A,0.450542,0.0,null,0.457,null,HUWE1,0.228574
CDKN2A,0.450542,0.9,null,0.47,null,MDM2,0.242444
CDKN2A,0.450542,0.0,null,0.426,null,HIF1A,0.256829
ELAVL2,0.274896,0.0,null,0.478,null,PAIP1,0.207518
AAK1,0.200218,0.5,null,0.0,null,CHRM2,0.558899
AAK1,0.200218,0.8,null,0.697,null,REPS1,0.381473
AAK1,0.200218,0.5,null,0.0,null,ITSN1,0.42444
AAK1,0.200218,0.5,null,0.0,null,AGTR1,0.320389
ITSN1,0.42444,0.5,null,0.292,null,REPS1,0.381473
LY9,0.411905,0.0,null,0.549,null,SH2D1A,0.216899
PPARG,0.441383,0.0,null,0.457,null,SMAD3,0.236565
PPARG,0.441383,0.5,null,0.961,null,PPARGC1A,0.511683
GYS2,0.511751,0.8,null,0.665,null,PPP1R3C,0.302239
CHRNA1,0.199903,0.54,null,0.197,null,CHRNA2,0.201275
CHRNA1,0.199903,0.54,null,0.574,null,CHRND,0.384019
CHRNA1,0.199903,0.54,null,0.186,null,CHRNA9,0.191819
PTPRD,0.328461,0.5,null,0.946,null,SLITRK1,0.380192
CCL17,0.27806,0.9,null,0.734,null,CCL5,0.759737
CCL17,0.27806,0.65,null,0.0,null,CXCR6,0.508915
CCL17,0.27806,0.65,null,0.0,null,CCR6,0.376441
CCL17,0.27806,0.65,null,0.0,null,CCR1,0.25017
CCL17,0.27806,0.0,null,0.734,null,CXCL17,0.556444
OR3A1,0.267221,0.0,null,0.589,null,TCP10,0.400077
